clienteid,evadio,genero,adulto mayor,tiene pareja,tiene dependientes,meses de contrato,servicio telefonico,multilineas,servicio internet,seguridad en linea,respaldo en linea,proteccion de dispositivos,soporte tecnico,television por streaming,suscripcion peliculas,tipo de contrato,factura online,metodo de pago,total del mes,total cliente,cuentas_diarias,cantidad_servicios,evadio_numeric
0230-WEQUW,No,Hombre,0,Si,No,66,No,Sin servicio telefonico,DSL,Si,Si,Si,Si,Si,No,Dos años,Si,Transferencia bancaria (automatico),56.6,3789.2,1.8866666666666667,5,0
0231-LXVAP,Si,Hombre,0,No,No,1,Si,No,Fibra optica,No,No,No,Si,No,No,Mensual,Si,Cheque electronico,75.9,75.9,2.5300000000000002,2,1
0233-FTHAV,No,Mujer,0,No,No,60,Si,Si,Fibra optica,No,No,Si,No,No,No,Anual,Si,Transferencia bancaria (automatico),79.2,4765.0,2.64,3,0
0234-TEVTT,No,Mujer,0,Si,Si,48,No,Sin servicio telefonico,DSL,Si,No,Si,No,No,Si,Anual,No,Tarjeta de credito (automatico),45.0,2196.3,1.5,3,0
0235-KGSLC,Si,Mujer,0,No,No,1,Si,No,Fibra optica,No,No,Si,No,Si,No,Mensual,Si,Tarjeta de credito (automatico),85.55,85.55,2.8516666666666666,3,1
0236-HFWSV,Si,Hombre,0,No,No,15,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electronico,93.35,1444.65,3.1116666666666664,4,1
0237-YFUTL,No,Mujer,0,Si,No,50,Si,Si,Fibra optica,Si,Si,No,Si,Si,Si,Mensual,Si,Transferencia bancaria (automatico),109.65,5405.8,3.6550000000000002,7,0
0238-WHBIQ,No,Hombre,0,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de credito (automatico),89.7,6339.3,2.99,8,0
0239-OXEXL,No,Mujer,0,No,No,46,Si,Si,Fibra optica,Si,Si,No,No,No,No,Mensual,No,Cheque por correo,84.25,3847.6,2.808333333333333,4,0
0244-LGNFY,No,Mujer,0,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria (automatico),92.65,6733.0,3.0883333333333334,8,0
0247-SLUJI,No,Hombre,0,Si,Si,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,19.7,19.7,0.6566666666666666,1,0
0248-IPDFW,No,Mujer,0,No,No,1,Si,Si,DSL,No,No,No,No,No,No,Mensual,Si,Cheque electronico,50.1,50.1,1.6700000000000002,2,0
0248-PGHBZ,No,Mujer,1,No,No,67,Si,No,Fibra optica,Si,Si,No,Si,Si,No,Dos años,Si,Transferencia bancaria (automatico),92.45,6140.85,3.0816666666666666,5,0
0253-ZTEOB,No,Mujer,0,Si,Si,48,Si,Si,DSL,No,Si,No,Si,Si,Si,Dos años,No,Cheque electronico,79.65,3870.3,2.6550000000000002,6,0
0254-FNMCI,No,Mujer,0,No,No,72,Si,No,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,Si,Cheque electronico,109.9,7624.2,3.6633333333333336,7,0
0254-KCJGT,No,Hombre,0,Si,No,52,Si,Si,DSL,Si,Si,Si,Si,No,Si,Anual,Si,Tarjeta de credito (automatico),81.4,4354.45,2.7133333333333334,7,0
0254-WWRKD,No,Mujer,0,Si,Si,67,Si,No,DSL,No,Si,No,No,No,No,Anual,No,Tarjeta de credito (automatico),50.55,3431.75,1.6849999999999998,2,0
0256-LTHVJ,Si,Mujer,0,Si,Si,28,Si,No,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque electronico,81.05,2227.1,2.7016666666666667,2,1
0257-KXZGU,No,Mujer,0,Si,Si,32,Si,Si,DSL,No,Si,Si,No,No,No,Mensual,No,Transferencia bancaria (automatico),62.45,2045.55,2.0816666666666666,4,0
0257-ZESQC,Si,Mujer,1,Si,No,27,Si,No,Fibra optica,Si,No,No,No,No,No,Mensual,Si,Transferencia bancaria (automatico),75.2,1929.35,2.506666666666667,2,1
0258-NOKBL,No,Hombre,0,No,No,3,Si,No,Fibra optica,No,Si,Si,No,No,Si,Mensual,No,Cheque electronico,90.4,268.45,3.0133333333333336,4,0
0259-GBZSH,Si,Hombre,0,No,No,2,Si,Si,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Cheque electronico,85.65,181.5,2.855,3,1
0260-ZDLGK,Si,Mujer,0,No,Si,9,Si,No,DSL,No,No,Si,Si,Si,Si,Mensual,Si,Cheque por correo,72.9,651.4,2.43,5,1
0263-FJTQO,No,Hombre,0,Si,Si,50,Si,Si,DSL,Si,No,No,Si,Si,No,Dos años,Si,Tarjeta de credito (automatico),70.5,3486.65,2.35,5,0
0264-CNITK,No,Mujer,0,Si,Si,71,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automatico),20.1,1389.6,0.67,1,0
0265-EDXBD,Si,Hombre,1,Si,No,32,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electronico,74.9,2303.35,2.496666666666667,2,1
0265-PSUAE,No,Mujer,0,Si,Si,16,Si,No,Fibra optica,Si,No,Si,No,Si,Si,Mensual,No,Transferencia bancaria (automatico),100.7,1522.7,3.356666666666667,5,0
0266-CLZKZ,No,Mujer,0,Si,Si,67,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automatico),105.65,6717.9,3.521666666666667,6,0
0266-GMEAO,No,Hombre,0,Si,Si,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de credito (automatico),114.3,8058.55,3.81,8,0
0268-QKIWO,Si,Mujer,0,No,No,3,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque electronico,19.75,58.85,0.6583333333333333,1,1
0269-XFESX,No,Hombre,0,Si,Si,23,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque por correo,24.35,538.5,0.8116666666666668,2,0
0270-THENM,No,Hombre,0,Si,Si,72,Si,Si,DSL,Si,Si,Si,Si,No,No,Dos años,No,Transferencia bancaria (automatico),69.85,5102.35,2.328333333333333,6,0
0274-JKUJR,No,Hombre,0,Si,Si,7,No,Sin servicio telefonico,DSL,Si,Si,Si,No,Si,Si,Mensual,No,Cheque por correo,58.85,465.7,1.9616666666666667,5,0
0277-BKSQP,No,Hombre,0,Si,Si,8,Si,No,DSL,No,No,No,No,Si,No,Mensual,Si,Cheque electronico,54.4,475.1,1.8133333333333332,2,0
0277-ORXQS,No,Hombre,0,Si,Si,66,No,Sin servicio telefonico,DSL,No,No,No,Si,Si,Si,Dos años,No,Transferencia bancaria (automatico),50.55,3364.55,1.6849999999999998,3,0
0278-YXOOG,Si,Hombre,0,No,No,5,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,21.05,113.85,0.7016666666666667,1,1
0280-XJGEX,Si,Hombre,0,No,No,49,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Transferencia bancaria (automatico),103.7,5036.3,3.4566666666666666,6,1
0281-CNTZX,No,Hombre,0,Si,No,63,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Transferencia bancaria (automatico),19.95,1234.8,0.6649999999999999,1,0
0282-NVSJS,No,Mujer,1,Si,Si,12,No,Sin servicio telefonico,DSL,No,No,No,Si,No,No,Mensual,Si,Cheque por correo,29.3,355.9,0.9766666666666667,1,0
0285-INHLN,No,Hombre,0,Si,Si,27,Si,No,DSL,Si,Si,No,No,No,No,Mensual,Si,Tarjeta de credito (automatico),54.75,1510.3,1.825,3,0
0289-IVARM,No,Mujer,0,No,No,35,Si,No,DSL,Si,Si,Si,No,No,No,Mensual,No,Cheque electronico,60.55,1982.6,2.018333333333333,4,0
0292-WEGCH,No,Mujer,0,Si,Si,54,Si,Si,DSL,No,Si,Si,Si,Si,Si,Mensual,Si,Cheque electronico,86.2,4524.05,2.8733333333333335,7,0
0295-PPHDO,Si,Hombre,0,No,No,1,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electronico,95.45,95.45,3.1816666666666666,4,1
0295-QVKPB,No,Hombre,0,No,No,5,Si,No,DSL,No,No,Si,Si,Si,No,Mensual,Si,Tarjeta de credito (automatico),63.95,318.1,2.131666666666667,4,0
0297-RBCSG,No,Hombre,0,No,No,19,Si,No,DSL,No,Si,No,Si,No,Si,Anual,Si,Transferencia bancaria (automatico),65.35,1231.85,2.1783333333333332,4,0
0298-XACET,No,Hombre,0,Si,Si,52,No,Sin servicio telefonico,DSL,No,Si,Si,Si,Si,No,Dos años,No,Cheque por correo,50.2,2554.0,1.6733333333333333,4,0
0301-FIDRB,No,Mujer,0,Si,Si,72,No,Sin servicio telefonico,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria (automatico),63.8,4684.3,2.1266666666666665,6,0
0301-KOBTQ,No,Hombre,0,No,No,32,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Transferencia bancaria (automatico),20.05,614.45,0.6683333333333333,1,0
0302-JOIVN,Si,Mujer,0,Si,No,8,Si,No,Fibra optica,No,Si,Si,No,Si,Si,Mensual,No,Cheque electronico,101.15,842.9,3.371666666666667,5,1
0303-UNCIP,No,Hombre,0,No,No,41,Si,Si,DSL,No,No,Si,No,No,Si,Anual,No,Cheque por correo,65.0,2531.8,2.1666666666666665,4,0
0303-WMMRN,No,Hombre,0,No,No,5,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Cheque por correo,19.25,86.05,0.6416666666666667,1,0
0305-SQECB,No,Mujer,0,No,Si,11,No,Sin servicio telefonico,DSL,Si,No,No,Si,No,No,Anual,Si,Cheque por correo,36.05,402.6,1.2016666666666667,2,0
0306-JAELE,Si,Hombre,0,No,No,5,Si,No,Fibra optica,No,No,No,Si,Si,Si,Mensual,Si,Cheque electronico,96.1,453.4,3.203333333333333,4,1
0307-BCOPK,No,Mujer,0,No,No,16,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Anual,No,Cheque por correo,19.05,326.65,0.635,1,0
0308-GIQJT,No,Hombre,1,No,No,71,Si,Si,Fibra optica,No,Si,No,Si,Si,Si,Anual,No,Transferencia bancaria (automatico),105.75,7382.85,3.525,6,0
0308-IVGOK,No,Mujer,0,No,No,11,No,Sin servicio telefonico,DSL,No,Si,Si,Si,No,No,Anual,Si,Tarjeta de credito (automatico),40.4,422.6,1.3466666666666667,3,0
0310-MVLET,Si,Mujer,0,Si,Si,61,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Cheque electronico,99.15,6010.05,3.305,5,1
0310-SUCIN,No,Mujer,0,Si,No,71,Si,No,DSL,Si,Si,Si,Si,Si,Si,Anual,Si,Transferencia bancaria (automatico),84.8,6046.1,2.8266666666666667,7,0
0310-VQXAM,No,Hombre,0,No,No,9,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,19.85,178.8,0.6616666666666667,1,0
0311-QYWSS,No,Mujer,0,No,No,6,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque electronico,49.45,314.6,1.6483333333333334,2,0
0311-UNPFF,Si,Mujer,0,No,No,26,Si,No,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Transferencia bancaria (automatico),88.8,2274.35,2.96,3,1
0314-TKOSI,No,Mujer,0,No,No,6,Si,No,DSL,Si,Si,No,No,No,No,Mensual,No,Cheque por correo,55.15,322.9,1.8383333333333334,3,0
0315-LVCRK,No,Hombre,0,No,No,11,Si,No,Fibra optica,No,No,Si,No,No,Si,Mensual,No,Cheque electronico,84.8,888.75,2.8266666666666667,3,0
0318-QUUOB,Si,Hombre,0,Si,No,1,Si,No,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Cheque electronico,80.55,80.55,2.685,2,1
0318-ZOPWS,No,Mujer,0,Si,No,49,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Transferencia bancaria (automatico),20.15,973.35,0.6716666666666666,1,0
0319-QZTCO,No,Mujer,0,Si,Si,3,Si,No,DSL,No,Si,No,No,Si,No,Mensual,Si,Tarjeta de credito (automatico),58.7,168.6,1.9566666666666668,3,0
0320-DWVTU,No,Mujer,0,No,No,53,Si,No,Fibra optica,Si,Si,Si,Si,No,Si,Dos años,No,Cheque por correo,99.5,5424.25,3.316666666666667,6,0
0320-JDNQG,Si,Hombre,0,Si,Si,23,Si,No,Fibra optica,Si,No,No,Si,Si,Si,Mensual,Si,Cheque electronico,99.85,2331.3,3.328333333333333,5,1
0322-CHQRU,Si,Hombre,0,No,No,2,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electronico,45.35,89.5,1.5116666666666667,1,1
0322-YINQP,Si,Hombre,0,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque por correo,48.55,48.55,1.6183333333333332,2,1
0323-XWWTN,No,Hombre,0,No,Si,3,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Cheque por correo,26.4,121.25,0.88,2,0
0324-BRPCJ,Si,Mujer,1,Si,No,68,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Cheque electronico,100.2,6851.65,3.3400000000000003,5,1
0325-XBFAC,Si,Hombre,0,No,No,8,Si,No,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Cheque electronico,94.7,740.3,3.1566666666666667,4,1
0326-VDYXE,No,Mujer,0,Si,No,70,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Anual,Si,Cheque electronico,97.65,6982.5,3.2550000000000003,5,0
0327-WFZSY,No,Hombre,0,Si,Si,39,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Anual,No,Cheque electronico,100.0,3835.55,3.3333333333333335,5,0
0328-GRPMV,Si,Mujer,0,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electronico,70.1,70.1,2.3366666666666664,1,1
0329-GTIAJ,Si,Mujer,0,No,No,3,Si,No,Fibra optica,No,Si,No,Si,Si,Si,Mensual,Si,Cheque electronico,97.9,315.3,3.2633333333333336,5,1
0330-BGYZE,No,Hombre,0,Si,No,60,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Anual,No,Transferencia bancaria (automatico),102.5,6157.6,3.4166666666666665,6,0
0330-IVZHA,Si,Mujer,0,Si,No,5,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,No,Cheque electronico,69.95,330.15,2.3316666666666666,1,1
0334-GDDSO,Si,Hombre,1,No,No,3,Si,Si,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Cheque electronico,81.35,233.7,2.7116666666666664,3,1
0334-ZFJSR,No,Mujer,0,Si,No,55,Si,Si,DSL,Si,Si,No,Si,No,No,Anual,Si,Tarjeta de credito (automatico),66.05,3462.1,2.2016666666666667,5,0
0336-KXKFK,No,Hombre,0,No,No,72,No,Sin servicio telefonico,DSL,Si,No,Si,Si,Si,Si,Dos años,Si,Tarjeta de credito (automatico),61.2,4390.25,2.04,5,0
0336-PIKEI,No,Hombre,1,Si,No,72,Si,No,DSL,Si,Si,Si,Si,Si,No,Dos años,No,Transferencia bancaria (automatico),74.4,5360.75,2.48,6,0
0337-CNPZE,Si,Mujer,0,No,No,41,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque electronico,106.3,4443.45,3.5433333333333334,6,1
0343-QLUZP,No,Hombre,0,No,No,60,No,Sin servicio telefonico,DSL,Si,Si,Si,No,No,No,Dos años,No,Transferencia bancaria (automatico),39.6,2424.5,1.32,3,0
0345-HKJVM,Si,Mujer,0,No,No,6,Si,No,Fibra optica,No,No,No,No,Si,Si,Mensual,No,Cheque electronico,89.3,577.6,2.9766666666666666,3,1
0345-XMMUG,No,Mujer,0,Si,No,46,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Dos años,Si,Tarjeta de credito (automatico),108.9,4854.3,3.6300000000000003,7,0
0347-UBKUZ,No,Mujer,0,No,No,15,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,19.9,320.45,0.6633333333333333,1,0
0348-SDKOL,Si,Mujer,0,Si,No,58,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Mensual,Si,Tarjeta de credito (automatico),102.1,5885.4,3.4033333333333333,6,1
0354-VXMJC,No,Hombre,0,Si,Si,23,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito (automatico),19.6,426.65,0.6533333333333334,1,0
0354-WYROK,Si,Mujer,1,Si,Si,31,Si,No,Fibra optica,No,No,Si,Si,Si,Si,Mensual,Si,Cheque electronico,98.9,2911.3,3.296666666666667,5,1
0356-ERHVT,No,Hombre,0,Si,No,11,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria (automatico),45.9,521.9,1.53,1,0
0356-OBMAC,No,Mujer,1,No,No,56,Si,Si,Fibra optica,No,Si,Si,Si,Si,No,Dos años,Si,Transferencia bancaria (automatico),99.9,5706.3,3.33,6,0
0357-NVCRI,No,Mujer,0,No,Si,25,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de credito (automatico),20.05,471.7,0.6683333333333333,1,0
0361-HJRDX,No,Mujer,0,No,No,68,No,Sin servicio telefonico,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de credito (automatico),64.35,4539.6,2.145,6,0
0362-RAOQO,No,Mujer,0,No,No,40,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito (automatico),19.65,830.25,0.6549999999999999,1,0
0362-ZBZWJ,Si,Hombre,0,No,No,36,Si,Si,Fibra optica,No,No,No,No,No,Si,Mensual,Si,Cheque electronico,84.9,3067.2,2.83,3,1
0363-QJVFX,Si,Hombre,0,No,No,32,Si,Si,Fibra optica,Si,Si,No,Si,Si,Si,Mensual,Si,Tarjeta de credito (automatico),108.15,3432.9,3.605,7,1
0363-SVHYR,No,Hombre,0,Si,Si,71,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria (automatico),86.85,6263.8,2.895,8,0
0365-BZUWY,No,Hombre,0,Si,No,17,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque electronico,102.55,1742.5,3.4183333333333334,6,0
0365-GXEZS,No,Hombre,0,Si,No,18,Si,No,Fibra optica,No,No,Si,Si,No,No,Mensual,No,Cheque electronico,78.2,1468.75,2.606666666666667,3,0
0365-TRTPY,No,Mujer,0,No,No,37,Si,Si,Fibra optica,Si,Si,Si,No,No,No,Mensual,No,Transferencia bancaria (automatico),91.2,3382.3,3.04,5,0
0366-NQSHS,No,Hombre,0,No,No,2,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,19.35,46.35,0.645,1,0
0369-ZGOVK,No,Mujer,0,Si,Si,28,Si,No,Fibra optica,No,No,No,No,No,No,Anual,Si,Transferencia bancaria (automatico),70.4,1992.2,2.3466666666666667,1,0
0373-AIVNJ,No,Hombre,0,No,No,9,No,Sin servicio telefonico,DSL,Si,Si,Si,No,No,No,Anual,No,Cheque por correo,39.55,373.0,1.3183333333333331,3,0
0374-AACSZ,No,Mujer,0,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mensual,No,Cheque electronico,50.15,50.15,1.6716666666666666,2,0
0374-FIUCA,No,Hombre,0,Si,No,65,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Tarjeta de credito (automatico),20.4,1414.45,0.6799999999999999,1,0
0374-IOEGQ,No,Mujer,0,No,No,3,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque electronico,44.6,122.7,1.4866666666666668,1,0
0375-HVGXO,Si,Mujer,0,No,No,1,No,Sin servicio telefonico,DSL,No,No,No,No,Si,No,Mensual,Si,Cheque electronico,34.7,34.7,1.1566666666666667,1,1
0376-OIWME,No,Hombre,0,Si,No,36,Si,No,Fibra optica,Si,No,No,No,Si,Si,Mensual,Si,Cheque electronico,93.6,3366.05,3.1199999999999997,4,0
0376-YMCJC,Si,Hombre,0,No,No,23,Si,Si,Fibra optica,No,No,No,Si,Si,No,Mensual,Si,Cheque electronico,90.6,1943.2,3.02,4,1
0377-JBKKT,No,Hombre,0,Si,Si,22,Si,No,DSL,Si,Si,No,Si,No,No,Mensual,Si,Cheque por correo,57.95,1271.8,1.9316666666666669,4,0
0378-CJKPV,No,Mujer,0,Si,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de credito (automatico),112.1,7965.95,3.7366666666666664,8,0
0378-NHQXU,Si,Mujer,0,Si,Si,17,Si,Si,Fibra optica,No,No,Si,No,Si,No,Mensual,No,Cheque electronico,88.25,1460.65,2.941666666666667,4,1
0378-TOVMS,Si,Mujer,0,No,No,3,Si,No,Fibra optica,No,No,No,Si,No,Si,Mensual,No,Cheque electronico,85.8,272.2,2.86,3,1
0378-XSZPU,Si,Hombre,0,Si,No,58,Si,No,DSL,Si,Si,Si,No,No,No,Anual,No,Tarjeta de credito (automatico),60.3,3563.8,2.01,4,1
0379-DJQHR,No,Hombre,0,Si,Si,67,Si,No,DSL,Si,Si,Si,No,Si,Si,Dos años,No,Tarjeta de credito (automatico),81.35,5398.6,2.7116666666666664,6,0
0380-NEAVX,No,Hombre,1,No,No,34,Si,No,Fibra optica,No,Si,Si,No,Si,Si,Anual,Si,Cheque electronico,99.85,3343.15,3.328333333333333,5,0
0380-ZCSBI,No,Hombre,0,No,No,10,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Tarjeta de credito (automatico),20.0,198.7,0.6666666666666666,1,0
0383-CLDDA,No,Mujer,0,No,No,69,Si,Si,DSL,Si,No,Si,Si,Si,Si,Dos años,Si,Tarjeta de credito (automatico),85.35,5897.4,2.8449999999999998,7,0
0384-LPITE,No,Hombre,0,No,No,40,No,Sin servicio telefonico,DSL,Si,Si,Si,No,Si,Si,Anual,No,Tarjeta de credito (automatico),62.05,2511.55,2.0683333333333334,5,0
0384-RVBPI,No,Hombre,0,No,No,20,Si,No,DSL,Si,No,Si,No,No,Si,Mensual,No,Tarjeta de credito (automatico),64.4,1398.6,2.146666666666667,4,0
0386-CWRGM,No,Mujer,0,Si,Si,46,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Cheque por correo,19.4,967.85,0.6466666666666666,1,0
0388-EOPEX,Si,Mujer,0,Si,No,2,Si,No,Fibra optica,Si,No,No,No,No,No,Mensual,Si,Cheque electronico,74.4,139.4,2.48,2,1
0390-DCFDQ,Si,Mujer,1,Si,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque por correo,70.45,70.45,2.3483333333333336,1,1
0392-BZIUW,No,Mujer,0,Si,No,72,Si,Si,Fibra optica,Si,No,Si,No,Si,Si,Dos años,Si,Tarjeta de credito (automatico),105.0,7589.8,3.5,6,0
0394-YONDK,No,Hombre,0,Si,Si,70,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito (automatico),25.15,1790.15,0.8383333333333333,2,0
0396-HUJBP,No,Mujer,0,No,No,2,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque por correo,19.3,44.4,0.6433333333333333,1,0
0396-UKGAI,No,Hombre,0,No,Si,23,Si,No,DSL,No,Si,No,Si,No,No,Mensual,Si,Transferencia bancaria (automatico),55.3,1284.2,1.8433333333333333,3,0
0396-YCHWO,No,Hombre,0,Si,No,36,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque electronico,95.4,3474.2,3.18,4,0
0397-GZBBC,Si,Hombre,1,Si,No,59,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Transferencia bancaria (automatico),93.85,5574.75,3.128333333333333,4,1
0397-ZXWQF,No,Hombre,0,No,No,67,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automatico),20.5,1430.95,0.6833333333333333,1,0
0401-WDBXM,No,Hombre,0,Si,Si,72,Si,Si,Fibra optica,Si,No,Si,No,Si,Si,Dos años,Si,Transferencia bancaria (automatico),105.55,7542.25,3.518333333333333,6,0
0402-CQAJN,Si,Mujer,0,No,No,37,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Transferencia bancaria (automatico),101.9,3545.35,3.396666666666667,6,1
0402-OAMEN,No,Mujer,0,Si,Si,72,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria (automatico),24.45,1709.1,0.815,2,0
0404-AHASP,No,Hombre,0,Si,No,72,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito (automatico),19.7,1421.9,0.6566666666666666,1,0
0404-SWRVG,Si,Hombre,0,No,No,3,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque electronico,74.4,229.55,2.48,2,1
0406-BPDVR,Si,Mujer,1,Si,No,54,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Anual,Si,Tarjeta de credito (automatico),101.5,5373.1,3.3833333333333333,5,1
0407-BDJKB,Si,Hombre,0,Si,No,60,Si,Si,Fibra optica,No,Si,Si,No,Si,No,Mensual,Si,Cheque electronico,95.75,5742.9,3.191666666666667,5,1
0409-WTMPL,No,Mujer,0,Si,No,58,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Anual,Si,Tarjeta de credito (automatico),110.65,6526.65,3.6883333333333335,7,0
0410-IPFTY,No,Mujer,0,Si,No,31,Si,No,Fibra optica,No,Si,No,No,No,Si,Mensual,Si,Transferencia bancaria (automatico),83.85,2674.15,2.795,3,0
